Process_Id,Client_Id,Client_Segment,Recorded,Process_Name,Duration,Cost,Number_of_Errors
1422,807U39,Individual,2024-06-03 23:13,Loan,34,61,0
1423,537N41,Corporate,2024-06-03 23:11,Deposit,10,17,0
1424,948H80,Individual,2024-06-03 23:06,Loan,30,43,0
1425,216B51,Individual,2024-06-03 23:04,Withdrawal,25,12,0
1426,560I47,Corporate,2024-06-03 22:36,Withdrawal,-4,13,0
1427,372R44,Individual,2024-06-03 22:30,Withdrawal,11,,1
1428,247H90,Corporate,2024-06-03 22:25,Deposit,4,34,0
1429,959Z16,Corporate,2024-06-03 21:45,Deposit,10,,0
1430,647G78,Corporate,2024-06-03 21:09,Withdrawal,,15,0
1431,818L26,Corporate,2024-06-03 21:03,Loan,22,61,0
1432,925U78,Individual,2024-06-03 20:52,Withdrawal,1,25,1
1433,276B51,Corporate,2024-06-03 20:45,Withdrawal,7,1,0
1434,813R11,Corporate,2024-06-03 20:27,Deposit,9,14,0
1435,977B72,Corporate,2024-06-03 19:54,Loan,30,56,0
1436,742C48,Individual,2024-06-03 19:43,Loan,,43,0
1437,655Q84,Individual,2024-06-03 19:11,Deposit,5,30,0
1438,814B12,Corporate,2024-06-03 18:50,Loan,26,59,0
1439,602O89,Corporate,2024-06-03 18:38,Loan,27,32,0
1440,131V93,Corporate,2024-06-03 18:30,Withdrawal,8,22,0
1441,299T11,Corporate,2024-06-03 18:05,Loan,24,36,0
1442,962I59,Corporate,2024-06-03 17:50,Deposit,6,29,0
1443,485W97,Individual,2024-06-03 15:36,Withdrawal,5,19,0
1444,835Q11,Corporate,2024-06-03 15:21,Withdrawal,6,13,2
1445,220X53,Individual,2024-06-03 15:17,Deposit,18,16,0
1446,622U70,Individual,2024-06-03 15:13,Loan,114,68,3
1447,361L18,Corporate,2024-06-03 14:14,Withdrawal,0,2,2
1448,785C32,Individual,2024-06-03 13:53,Loan,24,310,0
1449,775L81,Corporate,2024-06-03 13:16,Loan,32,39,0
1450,788E19,Individual,2024-06-03 13:00,Loan,24,41,0
1451,854J61,Individual,2024-06-03 12:56,Deposit,14,25,0
1452,957A86,Corporate,2024-06-03 12:08,Loan,31,53,0
1453,805F16,Individual,2024-06-03 11:44,Withdrawal,5,3,0
1454,829R74,Corporate,2024-06-03 11:43,Withdrawal,12,4,0
1455,208I11,Corporate,2024-06-03 11:43,Deposit,18,,0
1456,219X99,Corporate,2024-06-03 11:29,Withdrawal,11,13,1
1457,366Y19,Corporate,2024-06-03 11:26,Loan,32,53,3
1458,601P42,Corporate,2024-06-03 11:01,Withdrawal,6,-3,2
1459,742W80,Corporate,2024-06-03 10:55,Deposit,4,18,4
1460,624B26,Individual,2024-06-03 10:45,Loan,,57,0
1461,191Q69,Individual,2024-06-03 10:14,Loan,,55,0
1462,620L71,Corporate,2024-06-03 9:28,Deposit,,18,0
1463,453G34,Individual,2024-06-03 8:58,Withdrawal,9,23,0
1464,225U53,Individual,2024-06-03 8:53,Loan,27,55,0
1465,721M12,Corporate,2024-06-03 8:31,Withdrawal,8,0,1
1466,830D88,Individual,2024-06-03 8:28,Loan,27,40,1
1467,356G79,Corporate,2024-06-03 7:20,Deposit,11,23,1
1468,740K13,Corporate,2024-06-03 6:20,Withdrawal,4,-1,1
1469,798P33,Individual,2024-06-03 6:11,Deposit,11,31,0
1470,551P65,Corporate,2024-06-03 6:07,Deposit,13,32,0
1471,592I24,Corporate,2024-06-03 5:50,Loan,33,48,0
1472,742F28,Corporate,2024-06-03 5:40,Deposit,12,18,1
1473,807J69,Corporate,2024-06-03 5:36,Withdrawal,7,1,0
1474,708K37,Individual,2024-06-03 4:42,Loan,31,59,0
1475,725S49,Corporate,2024-06-03 4:16,Loan,26,44,0
1476,244Y57,Individual,2024-06-03 4:07,Deposit,8,666,0
1477,362F62,Corporate,2024-06-03 3:28,Loan,16,,0
1478,869S70,Individual,2024-06-03 3:27,Deposit,14,33,0
1479,443S78,Individual,2024-06-03 2:58,Loan,34,40,1
1480,858S72,Corporate,2024-06-03 2:11,Withdrawal,2,,0
1481,366Z96,Individual,2024-06-03 1:38,Deposit,14,34,0
1482,875K27,Corporate,2024-06-03 1:28,Withdrawal,458,12,1
1483,176K58,Corporate,2024-06-03 0:53,Withdrawal,,10,0
1484,663G70,Individual,2024-06-03 0:38,Withdrawal,7,6,0
1485,680Y88,Individual,2024-06-03 0:07,Loan,31,46,1
1486,931Z27,Individual,2024-06-02 23:54,Withdrawal,8,1,0
1487,838N29,Individual,2024-06-02 23:36,Withdrawal,4,15,0
1488,963G51,Corporate,2024-06-02 23:08,Loan,38,57,1
1489,447K29,Individual,2024-06-02 22:27,Loan,32,59,0
1490,394Z93,Corporate,2024-06-02 21:20,Deposit,6,13,0
1491,435B66,Individual,2024-06-02 21:10,Loan,28,37,0
1492,195C85,Individual,2024-06-02 21:06,Loan,21,39,1
1493,912K36,Corporate,2024-06-02 20:59,Deposit,19,27,1
1494,675E98,Individual,2024-06-02 20:54,Deposit,9,20,0
1495,873Y64,Corporate,2024-06-02 20:42,Deposit,-6,2,0
1496,178U17,Individual,2024-06-02 20:38,Withdrawal,-4,303,1
1497,817K42,Individual,2024-06-02 20:26,Loan,29,46,0
1498,961R32,Corporate,2024-06-02 20:24,Loan,27,35,1
1499,703M69,Corporate,2024-06-02 20:02,Deposit,24,22,1
1500,389W92,Corporate,2024-06-02 19:45,Deposit,13,19,0
1501,312Z99,Corporate,2024-06-02 18:57,Loan,23,47,0
1502,383Q97,Corporate,2024-06-02 18:53,Deposit,12,26,0
1503,640T94,Corporate,2024-06-02 18:40,Loan,25,50,1
1504,960M14,Corporate,2024-06-02 15:24,Loan,239,50,0
1505,791K25,Individual,2024-06-02 15:20,Loan,21,45,0
1506,550U23,Corporate,2024-06-02 14:57,Deposit,3,23,0
1507,785E50,Individual,2024-06-02 14:13,Loan,30,29,2
1508,953G78,Individual,2024-06-02 13:05,Withdrawal,0,,0
1509,679W14,Corporate,2024-06-02 12:54,Loan,31,,0
1510,819I51,Individual,2024-06-02 12:02,Deposit,10,7,0
1511,886Y66,Individual,2024-06-02 11:55,Loan,36,,0
1512,379A41,Corporate,2024-06-02 11:42,Withdrawal,14,6,1
1513,406X12,Individual,2024-06-02 11:12,Loan,27,26,0
1514,461W59,Corporate,2024-06-02 11:01,Withdrawal,,-2,0
1515,273G23,Individual,2024-06-02 10:55,Withdrawal,3,428,0
1516,242P59,Individual,2024-06-02 10:41,Loan,198,50,3
1517,130F72,Corporate,2024-06-02 10:31,Deposit,7,13,0
1518,248U92,Individual,2024-06-02 10:10,Loan,30,59,0
1519,383Y22,Individual,2024-06-02 10:08,Withdrawal,-8,0,1
1520,400B91,Corporate,2024-06-02 10:03,Loan,,,0
1521,261F62,Corporate,2024-06-02 9:52,Loan,20,44,0
1522,467Z47,Individual,2024-06-02 9:50,Deposit,14,13,0
1523,868E22,Individual,2024-06-02 9:22,Withdrawal,10,14,1
1524,545H84,Corporate,2024-06-02 9:06,Deposit,4,19,0
1525,564M17,Individual,2024-06-02 9:01,Deposit,7,30,0
1526,249S31,Corporate,2024-06-02 9:01,Loan,24,47,0
1527,780H75,Corporate,2024-06-02 7:31,Loan,36,52,0
1528,400F81,Individual,2024-06-02 7:14,Withdrawal,3,-1,0
1529,345F34,Corporate,2024-06-02 6:34,Withdrawal,,6,0
1530,555N50,Corporate,2024-06-02 5:39,Withdrawal,0,-8,0
1531,235M54,Individual,2024-06-02 5:01,Withdrawal,5,14,0
1532,526K40,Corporate,2024-06-02 4:53,Deposit,17,47,0
1533,452Y58,Individual,2024-06-02 4:50,Withdrawal,8,2,0
1534,758U32,Individual,2024-06-02 4:08,Withdrawal,14,27,1
1535,530V29,Individual,2024-06-02 3:51,Loan,106,44,0
1536,263O11,Corporate,2024-06-02 3:14,Deposit,18,43,0
1537,568A41,Individual,2024-06-02 3:04,Withdrawal,1,409,0
1538,620Y47,Individual,2024-06-02 2:56,Deposit,13,11,0
1539,686R94,Individual,2024-06-02 1:49,Loan,34,33,0
1540,741E50,Individual,2024-06-02 1:36,Deposit,3,31,0
1541,945G49,Corporate,2024-06-02 0:49,Deposit,10,18,1
1542,550I37,Corporate,2024-06-02 0:09,Withdrawal,8,29,0
1543,980J65,Individual,2024-06-01 23:44,Deposit,,468,0
1544,141A14,Corporate,2024-06-01 23:05,Withdrawal,8,-3,0
1545,587K37,Corporate,2024-06-01 21:47,Loan,28,,1
1546,111I79,Corporate,2024-06-01 21:40,Withdrawal,2,7,2
1547,488R15,Individual,2024-06-01 21:36,Loan,25,42,0
1548,900R91,Corporate,2024-06-01 21:33,Loan,30,51,1
1549,639Q98,Corporate,2024-06-01 21:32,Withdrawal,0,20,0
1550,349T31,Corporate,2024-06-01 21:24,Withdrawal,6,12,0
1551,567J81,Corporate,2024-06-01 21:07,Deposit,9,7,0
1552,381S86,Corporate,2024-06-01 21:03,Withdrawal,-1,25,0
1553,467U28,Individual,2024-06-01 20:09,Loan,,34,3
1554,143H92,Corporate,2024-06-01 20:03,Deposit,8,12,0
1555,108E89,Corporate,2024-06-01 19:43,Withdrawal,9,11,0
1556,686N22,Individual,2024-06-01 19:38,Deposit,13,10,0
1557,107V40,Individual,2024-06-01 19:25,Deposit,1,18,2
1558,383C54,Individual,2024-06-01 19:12,Loan,,47,0
1559,569B36,Individual,2024-06-01 18:07,Loan,20,44,0
1560,346U56,Corporate,2024-06-01 16:58,Loan,28,64,0
1561,431K22,Corporate,2024-06-01 16:50,Withdrawal,7,10,0
1562,999Q18,Corporate,2024-06-01 15:40,Loan,31,46,1
1563,565P67,Corporate,2024-06-01 14:06,Deposit,270,16,0
1564,817E17,Corporate,2024-06-01 13:50,Loan,29,38,0
1565,527N60,Individual,2024-06-01 13:46,Deposit,12,20,2
1566,993Y90,Corporate,2024-06-01 13:38,Loan,279,42,0
1567,719G28,Individual,2024-06-01 13:03,Deposit,3,24,1
1568,886H60,Individual,2024-06-01 11:48,Withdrawal,-2,13,0
1569,797R66,Individual,2024-06-01 11:44,Deposit,17,21,0
1570,804U84,Corporate,2024-06-01 11:34,Deposit,1,10,0
1571,347F55,Corporate,2024-06-01 10:50,Withdrawal,-2,7,0
1572,568O31,Individual,2024-06-01 10:28,Withdrawal,-1,10,0
1573,671A10,Individual,2024-06-01 10:15,Loan,36,53,0
1574,171Y77,Individual,2024-06-01 9:04,Loan,33,61,0
1575,631W80,Individual,2024-06-01 8:39,Withdrawal,17,14,0
1576,143Z84,Individual,2024-06-01 7:21,Withdrawal,0,4,0
1577,872S86,Individual,2024-06-01 7:03,Withdrawal,3,28,0
1578,720D70,Corporate,2024-06-01 6:30,Loan,34,78,0
1579,686M57,Individual,2024-06-01 5:47,Loan,25,57,2
1580,989D71,Individual,2024-06-01 5:35,Withdrawal,5,27,0
1581,897I52,Individual,2024-06-01 5:02,Withdrawal,388,5,0
1582,161V74,Individual,2024-06-01 4:49,Deposit,10,4,0
1583,851Y59,Individual,2024-06-01 4:47,Withdrawal,6,8,0
1584,187I17,Corporate,2024-06-01 4:40,Loan,29,,1
1585,486L69,Individual,2024-06-01 4:22,Loan,30,45,0
1586,903Y42,Corporate,2024-06-01 3:41,Withdrawal,9,5,0
1587,990B19,Individual,2024-06-01 3:27,Loan,205,43,0
1588,436V92,Individual,2024-06-01 3:08,Withdrawal,6,,0
1589,530B31,Corporate,2024-06-01 3:00,Deposit,13,33,0
1590,319W54,Individual,2024-06-01 2:54,Loan,31,399,0
1591,227R54,Corporate,2024-06-01 2:13,Loan,38,35,0
1592,895T80,Corporate,2024-06-01 1:48,Withdrawal,8,-2,0
1593,408I66,Corporate,2024-06-01 1:35,Withdrawal,0,608,0
1594,525P15,Corporate,2024-06-01 1:09,Loan,,47,3
1595,741V68,Corporate,2024-06-01 0:53,Withdrawal,-3,8,0
1596,279O44,Corporate,2024-06-01 0:36,Loan,32,61,0
1597,867O52,Individual,2024-06-01 0:20,Deposit,0,8,0
1598,212A21,Corporate,2024-06-01 0:17,Deposit,11,22,0
1599,271G83,Individual,2024-05-31 23:51,Loan,31,60,0
1600,288C81,Individual,2024-05-31 23:22,Withdrawal,,16,0
1601,812A13,Corporate,2024-05-31 22:39,Loan,20,79,0
1602,361S57,Corporate,2024-05-31 22:12,Withdrawal,0,,0
1603,307P88,Corporate,2024-05-31 22:01,Loan,,57,0
1604,742F74,Individual,2024-05-31 21:54,Deposit,,37,0
1605,934P21,Corporate,2024-05-31 21:10,Deposit,3,20,0
1606,640I61,Corporate,2024-05-31 20:38,Deposit,2,,1
1607,127J21,Individual,2024-05-31 20:30,Deposit,16,11,0
1608,108W70,Corporate,2024-05-31 19:45,Loan,30,42,0
1609,587U54,Individual,2024-05-31 19:12,Deposit,10,,0
1610,948E41,Corporate,2024-05-31 19:09,Withdrawal,9,9,1
1611,925K73,Individual,2024-05-31 18:51,Deposit,,21,0
1612,718T21,Corporate,2024-05-31 18:35,Withdrawal,-2,22,0
1613,499N75,Individual,2024-05-31 18:22,Deposit,171,32,0
1614,757G48,Corporate,2024-05-31 17:25,Withdrawal,,16,0
1615,410I12,Corporate,2024-05-31 16:41,Deposit,0,23,0
1616,868B28,Individual,2024-05-31 16:17,Loan,18,,0
1617,424N62,Corporate,2024-05-31 16:11,Deposit,20,26,0
1618,539A69,Corporate,2024-05-31 16:02,Deposit,14,22,0
1619,339A94,Individual,2024-05-31 15:45,Loan,36,54,0
1620,914K31,Individual,2024-05-31 15:28,Deposit,8,788,0
1621,949V34,Corporate,2024-05-31 15:20,Loan,27,33,0
1622,138C22,Individual,2024-05-31 15:04,Withdrawal,2,19,3
1623,331M39,Corporate,2024-05-31 15:01,Withdrawal,13,12,0
1624,830E40,Corporate,2024-05-31 14:37,Loan,24,53,1
1625,814H21,Individual,2024-05-31 14:21,Loan,30,50,0
1626,115V64,Individual,2024-05-31 12:58,Loan,27,,3
1627,600W84,Corporate,2024-05-31 12:50,Loan,27,61,0
1628,728U76,Individual,2024-05-31 12:38,Loan,,41,0
1629,240P71,Corporate,2024-05-31 12:04,Deposit,3,23,0
1630,960X35,Individual,2024-05-31 10:56,Deposit,13,29,1
1631,889W70,Corporate,2024-05-31 10:49,Loan,31,55,0
1632,203V40,Corporate,2024-05-31 10:38,Deposit,1,34,0
1633,771G50,Corporate,2024-05-31 10:07,Loan,27,35,0
1634,292Z26,Corporate,2024-05-31 9:57,Withdrawal,0,25,0
1635,119W44,Corporate,2024-05-31 9:28,Loan,27,,1
1636,859F52,Corporate,2024-05-31 9:21,Loan,31,72,1
1637,972R92,Corporate,2024-05-31 8:41,Withdrawal,8,5,0
1638,311S12,Individual,2024-05-31 8:34,Loan,34,51,0
1639,151A47,Individual,2024-05-31 8:09,Withdrawal,334,6,0
1640,749Z12,Individual,2024-05-31 8:06,Withdrawal,5,14,0
1641,287Q88,Corporate,2024-05-31 7:51,Withdrawal,0,31,0
1642,639I42,Individual,2024-05-31 7:27,Loan,26,69,0
1643,518W57,Individual,2024-05-31 7:16,Withdrawal,5,12,0
1644,860C52,Individual,2024-05-31 6:45,Withdrawal,7,,0
1645,316P94,Individual,2024-05-31 6:45,Loan,29,53,3
1646,681W71,Corporate,2024-05-31 6:05,Withdrawal,0,26,1
1647,347E40,Corporate,2024-05-31 6:00,Loan,28,38,2
1648,465D69,Individual,2024-05-31 5:58,Loan,26,,0
1649,375P99,Corporate,2024-05-31 4:39,Loan,32,48,0
1650,146T39,Corporate,2024-05-31 2:31,Loan,30,48,0
1651,875D35,Corporate,2024-05-31 2:16,Deposit,,29,0
1652,245H95,Corporate,2024-05-31 1:35,Withdrawal,-4,156,0
1653,369F56,Corporate,2024-05-31 1:21,Loan,31,,2
1654,165S41,Individual,2024-05-31 1:04,Withdrawal,3,6,0
1655,196F57,Corporate,2024-05-31 0:58,Withdrawal,483,1,0
1656,912T93,Individual,2024-05-31 0:56,Deposit,,,0
1657,860X91,Corporate,2024-05-31 0:54,Deposit,0,,0
1658,758B92,Individual,2024-05-31 0:38,Deposit,16,22,0
1659,328C51,Individual,2024-05-31 0:16,Withdrawal,16,10,0
1660,134I81,Corporate,2024-05-31 0:06,Withdrawal,-2,9,1
1661,900K22,Individual,2024-05-31 0:06,Loan,27,437,0
1662,424W41,Corporate,2024-05-31 0:00,Withdrawal,8,,0
1663,321W90,Individual,2024-05-30 23:38,Deposit,4,333,0
1664,413O47,Individual,2024-05-30 22:25,Withdrawal,2,1,1
1665,866Z98,Corporate,2024-05-30 21:57,Deposit,9,30,1
1666,298O59,Individual,2024-05-30 21:46,Deposit,18,14,0
1667,486H62,Corporate,2024-05-30 21:40,Deposit,4,23,0
1668,348P77,Individual,2024-05-30 21:29,Deposit,6,19,0
1669,900X76,Corporate,2024-05-30 21:29,Deposit,17,24,0
1670,284U21,Individual,2024-05-30 21:19,Deposit,-1,10,0
1671,864R49,Individual,2024-05-30 21:05,Deposit,18,31,0
1672,164E85,Corporate,2024-05-30 20:49,Withdrawal,5,,0
1673,396D83,Corporate,2024-05-30 20:41,Withdrawal,2,-6,2
1674,833H38,Individual,2024-05-30 20:09,Loan,,50,1
1675,331P33,Corporate,2024-05-30 18:12,Loan,43,52,0
1676,906Q90,Individual,2024-05-30 18:10,Loan,31,66,0
1677,551J28,Individual,2024-05-30 18:00,Deposit,12,17,2
1678,195Y99,Individual,2024-05-30 16:53,Withdrawal,0,,0
1679,297D14,Corporate,2024-05-30 15:53,Withdrawal,-5,16,0
1680,249B41,Corporate,2024-05-30 15:19,Withdrawal,-4,26,0
1681,926A19,Corporate,2024-05-30 14:59,Loan,23,48,0
1682,393Z51,Individual,2024-05-30 14:54,Deposit,11,23,0
1683,802P81,Individual,2024-05-30 14:37,Withdrawal,6,13,0
1684,417B70,Individual,2024-05-30 14:24,Loan,29,62,0
1685,692Q31,Corporate,2024-05-30 13:50,Loan,33,42,1
1686,880D65,Individual,2024-05-30 13:40,Withdrawal,8,27,0
1687,830F21,Corporate,2024-05-30 12:07,Withdrawal,3,-4,3
1688,650D43,Corporate,2024-05-30 11:55,Withdrawal,3,15,0
1689,492Q35,Corporate,2024-05-30 11:51,Withdrawal,11,2,2
1690,292U69,Corporate,2024-05-30 11:16,Withdrawal,3,10,0
1691,385H28,Corporate,2024-05-30 10:35,Loan,22,46,0
1692,201B45,Individual,2024-05-30 10:34,Withdrawal,7,3,0
1693,434S76,Individual,2024-05-30 10:31,Loan,30,50,1
1694,723R75,Individual,2024-05-30 10:20,Loan,33,39,1
1695,140A93,Individual,2024-05-30 9:55,Withdrawal,5,5,0
1696,666M99,Corporate,2024-05-30 9:11,Withdrawal,9,-2,1
1697,561D15,Corporate,2024-05-30 8:53,Loan,35,67,0
1698,184D40,Corporate,2024-05-30 8:14,Withdrawal,15,0,2
1699,582Q54,Individual,2024-05-30 8:08,Loan,15,47,0
1700,681V87,Individual,2024-05-30 7:55,Withdrawal,,18,0
1701,766C17,Corporate,2024-05-30 7:26,Deposit,5,9,0
1702,749V61,Individual,2024-05-30 7:15,Withdrawal,4,,0
1703,164V11,Individual,2024-05-30 6:38,Withdrawal,2,4,1
1704,846N77,Individual,2024-05-30 6:29,Deposit,1,,0
1705,914I82,Corporate,2024-05-30 6:28,Deposit,10,22,0
1706,263T31,Individual,2024-05-30 6:01,Withdrawal,0,13,0
1707,546C93,Corporate,2024-05-30 5:55,Withdrawal,5,17,0
1708,773J35,Individual,2024-05-30 5:53,Deposit,1,25,2
1709,571P30,Corporate,2024-05-30 5:31,Loan,490,32,0
1710,710L92,Individual,2024-05-30 4:03,Deposit,18,19,0
1711,233R54,Individual,2024-05-30 3:45,Withdrawal,3,29,0
1712,712P60,Corporate,2024-05-30 3:41,Deposit,11,7,1
1713,498B66,Corporate,2024-05-30 2:33,Deposit,16,18,0
1714,929A43,Corporate,2024-05-30 2:24,Withdrawal,6,24,1
1715,566L72,Individual,2024-05-30 2:06,Deposit,8,23,0
1716,976F86,Corporate,2024-05-30 1:44,Loan,31,41,0
1717,303A32,Individual,2024-05-30 1:33,Deposit,16,38,1
1718,660Y46,Corporate,2024-05-30 1:33,Deposit,13,39,0
1719,265H38,Individual,2024-05-30 1:18,Deposit,5,22,2
1720,935Y72,Individual,2024-05-30 1:09,Deposit,,18,4
1721,595N33,Individual,2024-05-30 0:07,Loan,36,45,0
1722,701F32,Corporate,2024-05-29 23:54,Withdrawal,1,-2,0
1723,337L77,Individual,2024-05-29 23:26,Withdrawal,6,6,0
1724,247A69,Corporate,2024-05-29 23:07,Withdrawal,,24,0
1725,279X33,Individual,2024-05-29 22:51,Withdrawal,0,16,0
1726,662E37,Individual,2024-05-29 22:46,Withdrawal,11,740,0
1727,219A51,Individual,2024-05-29 22:39,Withdrawal,6,6,2
1728,112D28,Individual,2024-05-29 22:14,Withdrawal,9,13,0
1729,433K59,Corporate,2024-05-29 21:51,Loan,22,65,0
1730,936V69,Individual,2024-05-29 20:55,Deposit,,32,0
1731,218X51,Individual,2024-05-29 20:39,Deposit,14,28,0
1732,853L35,Corporate,2024-05-29 20:02,Withdrawal,1,21,0
1733,509M26,Individual,2024-05-29 19:29,Withdrawal,8,15,1
1734,888Q86,Corporate,2024-05-29 19:19,Deposit,8,36,0
1735,631H40,Corporate,2024-05-29 18:57,Deposit,4,,1
1736,268U33,Individual,2024-05-29 18:42,Deposit,11,668,0
1737,325O28,Individual,2024-05-29 18:17,Loan,36,48,0
1738,268S72,Corporate,2024-05-29 17:37,Withdrawal,17,13,2
1739,217V31,Corporate,2024-05-29 17:11,Withdrawal,,-5,0
1740,593V77,Corporate,2024-05-29 16:24,Withdrawal,,5,0
1741,516O92,Corporate,2024-05-29 15:47,Loan,35,67,1
1742,877P61,Corporate,2024-05-29 15:42,Deposit,11,10,3
1743,872Y34,Corporate,2024-05-29 15:26,Withdrawal,249,12,0
1744,981H95,Corporate,2024-05-29 15:18,Deposit,2,42,0
1745,389E97,Corporate,2024-05-29 14:35,Withdrawal,415,-4,0
1746,171S46,Individual,2024-05-29 13:21,Deposit,262,28,0
1747,737P56,Corporate,2024-05-29 13:09,Loan,23,46,0
1748,879C55,Individual,2024-05-29 12:57,Withdrawal,17,4,0
1749,748M25,Individual,2024-05-29 12:53,Withdrawal,8,169,0
1750,137D20,Corporate,2024-05-29 12:26,Deposit,3,23,0
1751,906R60,Corporate,2024-05-29 12:21,Withdrawal,2,-7,1
1752,535Q18,Individual,2024-05-29 11:21,Loan,,19,0
1753,200K44,Individual,2024-05-29 10:56,Deposit,15,29,0
1754,839S44,Corporate,2024-05-29 10:34,Withdrawal,,6,0
1755,622E88,Corporate,2024-05-29 10:31,Deposit,11,732,0
1756,652E16,Corporate,2024-05-29 10:13,Deposit,17,14,0
1757,389Q46,Corporate,2024-05-29 9:33,Withdrawal,6,15,0
1758,936P47,Individual,2024-05-29 9:06,Deposit,16,18,0
1759,471F29,Individual,2024-05-29 8:51,Deposit,10,14,0
1760,933W44,Individual,2024-05-29 8:44,Deposit,6,26,0
1761,348E44,Individual,2024-05-29 8:41,Loan,30,54,0
1762,730G74,Individual,2024-05-29 8:25,Loan,35,60,4
1763,900S81,Individual,2024-05-29 8:22,Loan,30,38,1
1764,928X10,Individual,2024-05-29 7:08,Withdrawal,12,14,0
1765,141M10,Corporate,2024-05-29 6:22,Deposit,8,17,0
1766,797M18,Corporate,2024-05-29 6:00,Withdrawal,2,13,0
1767,926N73,Corporate,2024-05-29 5:43,Withdrawal,6,5,0
1768,258W82,Corporate,2024-05-29 5:41,Loan,25,57,0
1769,135J17,Individual,2024-05-29 5:17,Loan,32,56,0
1770,999B71,Individual,2024-05-29 3:55,Deposit,11,537,0
1771,856Z61,Corporate,2024-05-29 2:46,Withdrawal,,12,0
1772,552P33,Individual,2024-05-29 2:00,Withdrawal,-2,,0
1773,157K71,Individual,2024-05-29 1:48,Deposit,116,18,1
1774,312L93,Individual,2024-05-29 0:45,Loan,27,793,0
1775,987L22,Individual,2024-05-29 0:29,Loan,,36,0
1776,605C66,Corporate,2024-05-28 23:16,Loan,28,55,0
1777,944J32,Corporate,2024-05-28 23:16,Loan,24,67,1
1778,801C49,Corporate,2024-05-28 23:15,Deposit,7,,0
1779,188H69,Corporate,2024-05-28 22:58,Deposit,9,,0
1780,300Y22,Individual,2024-05-28 22:51,Deposit,9,22,1
1781,921G25,Corporate,2024-05-28 22:48,Deposit,,18,0
1782,699Z61,Individual,2024-05-28 21:28,Deposit,10,12,0
1783,216A90,Corporate,2024-05-28 20:46,Loan,27,51,0
1784,939W30,Individual,2024-05-28 20:25,Loan,25,37,0
1785,776X99,Corporate,2024-05-28 18:47,Withdrawal,10,3,2
1786,145O81,Individual,2024-05-28 18:31,Loan,32,,0
1787,734E77,Individual,2024-05-28 17:42,Withdrawal,8,18,0
1788,927L98,Individual,2024-05-28 17:42,Loan,30,44,1
1789,356A59,Individual,2024-05-28 17:40,Loan,34,67,1
1790,434U73,Individual,2024-05-28 17:39,Deposit,2,-3,1
1791,370D98,Individual,2024-05-28 17:24,Loan,24,36,1
1792,612R82,Individual,2024-05-28 17:12,Withdrawal,4,-11,0
1793,148Q57,Individual,2024-05-28 17:04,Deposit,10,15,0
1794,792B92,Individual,2024-05-28 16:58,Deposit,11,18,1
1795,587Z21,Corporate,2024-05-28 16:41,Loan,18,61,0
1796,981C32,Corporate,2024-05-28 16:32,Deposit,4,17,0
1797,967E78,Corporate,2024-05-28 16:26,Withdrawal,0,11,0
1798,383Q92,Corporate,2024-05-28 16:11,Withdrawal,,14,0
1799,224M85,Corporate,2024-05-28 15:59,Withdrawal,3,0,0
1800,560R17,Individual,2024-05-28 15:59,Withdrawal,6,14,0
1801,862R53,Corporate,2024-05-28 15:58,Deposit,,17,3
1802,521P17,Corporate,2024-05-28 14:01,Withdrawal,5,14,0
1803,944E88,Individual,2024-05-28 13:42,Withdrawal,-1,-6,1
1804,573R38,Corporate,2024-05-28 13:22,Withdrawal,2,14,2
1805,562H30,Corporate,2024-05-28 12:54,Loan,,51,0
1806,460Q30,Individual,2024-05-28 12:53,Loan,30,42,0
1807,678K69,Corporate,2024-05-28 12:51,Deposit,7,20,0
1808,530Y73,Corporate,2024-05-28 12:28,Withdrawal,7,11,0
1809,244E34,Individual,2024-05-28 11:22,Deposit,12,40,0
1810,359D29,Individual,2024-05-28 11:13,Loan,,54,0
1811,932I79,Individual,2024-05-28 10:14,Loan,213,33,2
1812,504L20,Individual,2024-05-28 10:13,Deposit,6,34,3
1813,473G77,Corporate,2024-05-28 10:08,Loan,30,62,0
1814,154N26,Corporate,2024-05-28 10:02,Withdrawal,4,12,1
1815,984G13,Corporate,2024-05-28 9:07,Loan,35,52,2
1816,480R71,Individual,2024-05-28 8:37,Withdrawal,13,,1
1817,459Q21,Corporate,2024-05-28 8:34,Loan,21,56,0
1818,452M27,Individual,2024-05-28 8:07,Loan,29,46,1
1819,818B55,Corporate,2024-05-28 7:54,Deposit,3,37,0
1820,906L92,Individual,2024-05-28 7:44,Loan,26,51,0
1821,514N32,Corporate,2024-05-28 7:19,Deposit,4,20,0
1822,225Q81,Corporate,2024-05-28 7:08,Withdrawal,287,2,0
1823,404H42,Individual,2024-05-28 6:39,Deposit,9,15,0
1824,732S81,Individual,2024-05-28 5:54,Loan,35,58,0
1825,611N30,Individual,2024-05-28 5:42,Withdrawal,-2,8,0
1826,703A74,Corporate,2024-05-28 5:38,Deposit,12,,0
1827,667S89,Corporate,2024-05-28 5:36,Deposit,10,32,1
1828,361Z47,Individual,2024-05-28 4:46,Deposit,12,8,0
1829,911P22,Individual,2024-05-28 4:12,Deposit,8,18,0
1830,203W20,Individual,2024-05-28 2:55,Loan,36,39,0
1831,608I18,Individual,2024-05-28 2:11,Withdrawal,3,3,0
1832,276P39,Corporate,2024-05-28 1:33,Deposit,14,23,0
